2FI1204,2PI1211,2FIC1201,2K-167A,2K-167,2K-169,2PI1301,2PI1212,2K175,2FI1203,2LIAS3250
30.13864899,34.90398026,32.43727493,-1.491493702,47.21328735,-0.230126262,45.3640213,32.39437866,30.02545357,1.633198142,12.27280998
32.42016983,35.02312851,32.25984955,-1.506191015,47.17763519,-0.232296318,44.87610626,32.5922966,29.6056118,1.734597802,-0.877115428
31.10409546,34.59897614,28.19091415,-1.520888329,41.15306473,-0.254098564,45.39560699,32.09939575,30.95373154,1.901251674,10.49178505
35.6772995,35.45727539,29.49265289,-1.535585642,43.74814987,-0.281819165,45.14248657,32.96598053,37.43844604,2.163110018,7.610005379
31.14980125,34.6350441,26.51532745,-1.550282836,41.41344452,-0.298561215,45.40039444,32.237957,31.61898804,1.945475101,4.672827244
34.33266449,35.40296936,19.6900692,-1.564980149,34.76990509,-0.303759426,45.35689163,33.01555252,33.554142,2.012140989,7.35486269
29.72177887,34.36743927,24.07969666,-1.579677463,36.92864609,-0.312937856,45.12434387,31.81207466,28.16842079,1.572026968,22.94225883
31.36676979,34.92326355,30.04208565,-1.590515971,44.78460693,-0.311388105,44.67947769,32.38358688,32.1006012,1.89573133,2.226280451
31.46239471,35.04083252,26.14960861,-1.585919857,42.5186615,-0.317253023,44.84192657,32.50439835,32.75824738,1.906130195,5.621947765
31.30068207,34.69535446,22.97380257,-1.581323624,36.3232193,-0.332031012,45.33837509,32.28991318,27.82144165,1.582147121,10.77533817
35.06786728,35.71663284,28.35439491,-1.576727509,44.12615585,-0.316949725,45.04047394,33.33813858,36.37622833,2.020720243,11.61310291
32.21460724,35.0254097,29.4934082,-1.572131395,46.146698,-0.304964989,44.78617859,32.47257996,31.45362663,1.855980277,2.573571682
33.44789124,35.06448746,30.94272804,-1.567535281,42.58744812,-0.294477612,45.97808456,32.51350403,35.39781952,2.174953222,13.34427261
35.25500488,35.29216385,29.00217628,-1.562939167,44.30710602,-0.305387497,45.31528473,32.81278229,39.13142395,2.258732319,8.440275192
33.19734192,34.84749222,27.39666748,-1.558343053,39.9488678,-0.289351851,46.56838226,32.43888855,33.85779572,2.036734581,5.316987514
31.55528641,34.68320847,30.06306267,-1.553442359,44.42665863,-0.280963421,44.91090012,32.10937881,31.87081337,2.003766775,4.429764748
33.01144409,35.10568237,30.20610428,-1.547925115,45.31973267,-0.275607616,44.8169632,32.55464554,33.76954269,1.992308736,5.467390537
34.0584259,34.99353409,26.19816208,-1.542407751,39.9956665,-0.274884254,45.43516159,32.6217041,34.23513412,2.005045891,11.24834538
34.31802368,35.06285477,29.7277565,-1.536890507,44.47079086,-0.258728206,44.97562027,32.51932144,36.70069122,2.15926218,6.407163143
34.1008873,35.01018524,30.76050186,-1.531373143,44.34741211,-0.247033656,44.7426796,32.47555542,35.71836853,2.051469088,17.39964485
40.04060364,35.22340775,27.88793373,-1.525855899,39.74334335,-0.245402366,45.95789719,32.79465866,45.79738617,2.634024382,24.74503899
33.99584579,34.19784546,32.13832855,-1.520338535,42.63492584,-0.238715276,47.2716713,31.55305481,32.02944565,2.057490826,8.768610954
31.67835808,34.26737595,27.43780899,-1.514821291,37.86168289,-0.253182858,46.72124481,31.79959106,32.56734848,2.069605827,10.58209038
35.75434494,35.91577911,27.20208168,-1.522100925,40.14756775,-0.264032841,47.21130753,33.49757767,39.54943085,2.273000002,10.26009369
31.34625244,34.90647888,31.21108246,-1.544170141,39.70684052,-0.288747609,47.59863663,32.50952148,31.52479744,1.91675961,22.72238159
32.24829483,35.1297226,29.85017967,-1.566239357,42.82664871,-0.29296875,47.01497269,32.56038666,31.87278366,1.926053047,9.835776329
37.70631027,36.21883774,36.53304672,-1.588308573,49.88606262,-0.317955345,47.06661987,33.72990036,42.42021561,2.3724792,-0.585786343
35.3551445,35.74252701,28.59267235,-1.610377789,41.6455574,-0.332754612,46.58781815,33.29035187,41.42042923,2.380553961,14.65046787
35.74029541,35.6048851,24.40102196,-1.632447004,35.01108551,-0.360656083,47.06280899,33.14312363,38.95676422,2.302379131,33.20056534
35.04998016,35.8041153,35.85570908,-1.65451622,50.2676506,-0.362328291,45.80640793,33.2687149,42.25697708,2.456618786,-3.637123108
38.0401535,36.42385483,30.8589077,-1.676585436,42.33625031,-0.372540504,47.45396423,33.8641777,44.64960861,2.556658268,12.71721554
34.76796722,35.5859375,39.03004837,-1.678607464,51.23336029,-0.397858799,46.13627243,33.09968948,43.14251328,2.498281002,5.677100658
35.23664474,35.57275391,20.05848122,-1.667109013,32.9591217,-0.384295404,46.76607513,33.06931305,36.16899109,2.123339176,20.33124352
37.37248993,36.1267662,24.10605621,-1.655610561,40.84614563,-0.369888157,46.07429504,33.69537354,44.32605743,2.490422964,-2.053773642
31.49540138,35.0904808,31.88098907,-1.64411211,41.62831116,-0.354456007,47.70685577,32.60417175,31.09284592,2.050724745,5.874265671
30.84906387,34.60832596,22.90835762,-1.632613659,32.27083206,-0.347222209,47.06803513,32.04154205,31.87482643,1.893963575,26.44043159
28.75724792,34.07823563,32.38860321,-1.621115208,41.66438293,-0.329137713,46.74537659,31.51618576,26.73216057,1.575954914,16.20464516
34.77601242,35.89936447,31.11430168,-1.609616756,40.53221512,-0.316949606,47.05529785,33.33782578,38.46289063,2.307384014,20.48730087
35.09823227,35.40885925,21.29623413,-1.598118305,37.19998169,-0.311053246,45.9256134,33.03519821,34.33983612,1.95083499,14.02016926
33.01705551,35.35537338,28.76434898,-1.588653684,39.6604538,-0.307436347,47.59976578,32.98383331,32.67277908,1.941597581,24.89091682
34.11138535,35.46029282,36.38864136,-1.579928756,46.1522522,-0.307436347,46.52085114,32.80063629,35.47462463,2.135166645,17.56225395
32.68343353,34.93787766,29.53462982,-1.571203828,40.38702393,-0.298363745,46.63272476,32.51041412,31.58034515,1.88144958,20.32659721
32.81132507,34.9890976,29.09905243,-1.5624789,39.83222198,-0.280416161,46.65480423,32.45275116,33.38961792,2.050640821,15.22138691
37.8153801,36.12866211,34.08893585,-1.553753972,48.47743988,-0.274884254,45.81207657,33.50943756,43.84579086,2.426171303,7.987970352
33.22063446,35.63426971,31.67708969,-1.545029044,41.871315,-0.271267354,46.47267532,32.95349503,32.57944489,2.012085199,13.11983395
34.32142639,35.40093231,27.88028145,-1.536304116,40.85190964,-0.260416657,45.52297974,32.72014618,36.16034317,2.109045029,12.74864292
34.05466461,35.37403107,31.84895325,-1.527579188,42.02796173,-0.264033556,47.06751633,32.87947464,36.24131775,2.092525721,23.23137283
33.72220612,35.43664169,35.18198395,-1.537347317,48.62919617,-0.266323924,46.07192612,32.79513931,36.56457138,2.132797718,-2.125338793
31.69100761,34.96358109,36.34082031,-1.550202847,44.15491486,-0.291401237,46.45522308,32.49142075,29.84032631,1.816952944,18.25121307
30.78343391,34.8756485,24.75987434,-1.563058376,35.46730423,-0.320999295,47.23656845,32.35756683,30.48478508,1.812289953,18.53767204
37.7450943,36.33903122,37.275177,-1.575913906,49.84128952,-0.353672624,46.25762939,33.63119125,41.99565506,2.351163387,7.49264431
32.74874496,34.90479279,30.18490601,-1.588769436,41.04137802,-0.351477325,46.66233444,32.34442139,32.61385727,1.972200394,19.03649902
33.32474518,35.55582047,32.86104965,-1.601624966,40.75792313,-0.350839108,47.1880455,32.95330811,32.0821991,1.98919487,18.22221184
33.04623413,35.48630905,32.71027374,-1.614480495,43.93005753,-0.350447476,46.440979,32.99525833,35.49631882,2.02756834,15.52076435
33.36074829,35.13969421,26.69551086,-1.627336025,40.21132278,-0.311053246,46.15354156,32.66540909,32.3350296,1.929607034,17.83040428
31.71756935,35.00089264,31.03835106,-1.624458313,40.51932526,-0.30044353,46.80979538,32.32819366,32.41100311,1.930754781,20.98810577
33.75500107,35.11829758,24.67905998,-1.621245623,36.35106659,-0.296585649,46.51420593,32.59260941,32.82669067,2.059979439,19.94766045
35.5437851,35.8996048,26.20256424,-1.618032813,39.53992844,-0.278501153,46.31402206,33.45204544,40.38219452,2.329958439,15.38440514
31.73246193,34.99369049,32.94766998,-1.614820123,45.83963776,-0.278229475,45.44680786,32.4594574,31.98015213,1.835776091,4.515118599
31.51890755,34.94026566,34.91417694,-1.611607313,45.40132141,-0.299780577,45.87556076,32.38702393,31.30945587,1.850009203,14.65009499
32.75657654,35.15000916,32.8734436,-1.608394623,45.97386551,-0.310510814,45.77063751,32.79539871,32.59140778,1.911597133,4.225003719
31.83703995,34.99905014,31.28487015,-1.605181813,41.50958633,-0.328504473,46.2579422,32.41169357,29.95369911,1.77621007,16.72952652
29.82369614,34.66099548,28.97454262,-1.601697326,44.52763748,-0.329137713,45.52070236,32.13621521,30.17583656,1.678001523,1.175190568
33.6194458,35.36423492,33.60381317,-1.595728755,46.02764511,-0.325520813,45.91643524,32.91764069,35.82104111,2.0494771,2.497526646
33.22887421,34.80545044,31.41604805,-1.589760065,43.68368912,-0.312047899,46.2687149,32.44222641,32.5930748,1.927191138,9.323430061
36.19689941,35.82835007,34.27096558,-1.583791375,45.42766571,-0.294083983,46.95809174,33.27871704,43.37290955,2.468309402,15.39973927
35.91866684,35.80461502,32.24183655,-1.577822804,44.46833801,-0.282118052,46.70672226,33.24169159,42.30692673,2.457036018,11.63077641
35.40779877,35.80626297,28.53326416,-1.571854115,41.69740295,-0.279857516,46.28563309,33.29916763,40.96219254,2.367162943,14.34301949
35.82471848,35.70874786,29.78739166,-1.565885425,43.72556305,-0.264033556,46.34091949,33.17531204,42.03508759,2.47337842,7.709354401
36.58884048,36.01296234,35.69549942,-1.559916854,46.62683868,-0.276873559,46.74858856,33.32501221,48.82847977,2.591797829,11.04422188
32.92762375,35.24942017,32.13512039,-1.55678606,43.01425934,-0.276632547,46.92216873,32.77056885,37.8182869,2.157389879,12.24102402
35.39781952,35.84204483,34.15996933,-1.563669324,46.30714798,-0.278501153,46.79341888,33.3241806,41.09716034,2.448676109,2.092097044
37.03279877,36.20181274,30.74220085,-1.570552588,45.43185806,-0.295018405,46.57820511,33.67443085,43.41540909,2.406414747,0.660769641
33.62265778,35.30071259,32.10965347,-1.577435851,45.70493317,-0.296585649,46.13049316,32.75349045,37.08555603,2.113959551,12.96709538
34.05995178,35.67203903,37.3730278,-1.584319234,51.74334335,-0.311053246,45.28940201,33.08940506,38.27042007,2.137913227,-1.725659966
36.12518311,35.75357056,33.95390701,-1.591202497,46.8385849,-0.325520813,44.99333954,33.28911209,51.92775345,2.667304039,16.1747551
34.39572906,35.61672211,31.22332001,-1.598085761,45.24835205,-0.313675761,45.31214523,33.09616852,44.50247955,2.370125771,14.81679821
38.28804398,36.39785004,32.86666489,-1.604969025,49.42430496,-0.314670146,45.23164749,33.94057083,54.77253342,2.746069908,7.352501392
34.61572266,35.69669342,38.1893158,-1.606872678,49.16253281,-0.313946903,45.35804367,33.05503845,46.59098434,2.460630417,21.65626717
31.98359489,35.26434326,31.37563515,-1.599061966,44.82056808,-0.306231201,44.85289383,32.73220825,37.07563782,2.063055515,7.569159985
32.36871338,34.93630981,24.75601387,-1.591251373,39.63914108,-0.300202549,44.6619072,32.41713715,33.0388298,1.887802362,9.567679405
32.41268158,35.05152512,29.41672134,-1.583440781,43.21504593,-0.311387569,45.09353638,32.58311462,34.4649086,1.887347102,12.662117
31.53650284,35.09329605,32.25466156,-1.575630069,44.81119919,-0.311053246,44.72928619,32.67038727,34.23625946,1.895863295,8.233439445
38.72625732,36.53493118,27.45155334,-1.567819476,46.51725006,-0.300202549,44.57937622,34.03947449,44.21029282,2.300767422,-13.27695084
32.59776688,35.12268448,29.12930298,-1.560008764,45.07234573,-0.29296875,44.66525269,32.5931282,33.76885605,1.901091933,10.23231411
32.09459305,35.27457809,34.17896652,-1.552198172,46.85186768,-0.289351851,44.69842911,32.76014709,35.73298645,2.027639866,17.74184608
33.81123734,35.53676987,28.48084068,-1.550820112,46.53501129,-0.29296875,43.57810974,33.0774765,36.85290527,1.996187687,0.110731289
36.31230927,36.01343918,30.32973289,-1.556794047,45.95630646,-0.282540202,45.42063141,33.63969421,39.62700653,2.134145737,10.62917233
36.66804123,36.1273613,30.14501953,-1.562767982,42.51968384,-0.282118052,45.12701797,33.60044861,40.09201813,2.15081811,17.02895927
32.90470123,35.18658447,37.36255646,-1.568741918,54.02199173,-0.274884254,44.15719604,32.58275604,38.62404251,2.121697903,3.116712332
34.80748749,35.92330551,34.91230011,-1.574715853,49.00329208,-0.271267354,44.98124313,33.2454567,39.19704437,2.110435247,23.89248657
33.09560776,35.22678757,26.6761837,-1.580689788,41.37659836,-0.289351851,44.57912827,32.74217224,33.68714905,1.841718793,11.96167374
30.86060715,34.84980774,30.19469261,-1.586663723,41.66593933,-0.305977166,45.39170074,32.29550934,32.48940659,1.815706134,27.19971657
39.53836441,36.7048111,35.79324722,-1.592637539,54.6151619,-0.313849151,44.44646072,34.20228958,48.89382935,2.358198643,8.326648712
34.69536972,35.88738632,37.62140274,-1.604917765,53.62960052,-0.311965227,44.65287781,33.25097656,40.99753952,2.191366434,6.971356869
33.15616989,35.36967087,38.16876602,-1.621475458,53.75795746,-0.313697278,44.59996414,32.85771942,37.97967148,2.07121563,-5.31383419
31.91757011,34.88580322,34.47441101,-1.638033152,52.12314987,-0.325520813,43.2026329,32.30692673,36.42206192,1.77435267,-0.83864069
35.25636673,35.72699738,30.5708847,-1.654590845,50.29657745,-0.32799226,44.29845047,33.37683868,42.14586258,2.174764633,1.132790923
37.87778473,36.27965927,33.5148201,-1.671148658,52.12035751,-0.3664518,43.65966034,33.72450256,56.8784523,2.65234375,7.99600172
34.68180084,35.56712341,21.40241623,-1.687706351,39.84806442,-0.38206476,44.0110054,33.03456879,45.41708755,2.302527189,9.15350914
32.05958939,35.1076088,35.01026917,-1.704264045,55.24087143,-0.407280833,42.37373352,32.59341431,45.32696533,2.168909788,11.71173859
34.09640884,35.51815414,29.62460136,-1.720821738,48.81385803,-0.423177063,43.39966583,33.00126648,40.88683701,2.061964512,10.89927673
34.94669724,35.55776215,26.6027813,-1.719542503,43.0160141,-0.401475698,43.46563721,33.17895889,39.08580399,1.990000725,20.09487534
34.1359787,35.484375,40.7645607,-1.71173048,60.46395874,-0.406991482,42.56131363,32.89271927,41.80197144,2.046693325,3.470481157
36.87133408,36.12086487,20.47891235,-1.703918457,39.42818069,-0.390625,42.95172882,33.6509819,44.99590683,2.218115568,15.87703991
31.47218132,34.87511063,32.15747452,-1.696106434,47.7315979,-0.383391201,43.24920273,32.32660675,35.25561523,1.810509205,20.67644119
32.29938889,35.13547134,25.66519928,-1.688294411,43.62260056,-0.372540504,43.74202728,32.59006882,35.94295883,1.949625492,13.39390755
35.20436096,35.59526062,38.94021225,-1.680482388,59.60647964,-0.372540504,42.65376663,33.06297302,44.11892319,2.124060392,1.23807919
33.04034042,35.09874725,28.34915161,-1.672670364,45.92013931,-0.371172935,43.41003036,32.49250031,38.29297256,1.914868474,10.8526392
32.45306396,35.03093338,31.43199348,-1.664858341,51.11521149,-0.365306705,43.22505951,32.40853119,36.77661896,1.869868517,4.703629971
33.13348007,35.1644516,31.340662,-1.664960504,53.86290359,-0.361689806,40.95056152,32.62117767,35.82908249,1.804304481,3.645246744
33.34657288,35.20335007,28.93157005,-1.666339278,46.8128624,-0.354456007,43.45539856,32.67181015,38.10767365,1.98496747,17.77220345
36.53841019,36.01986313,37.40767288,-1.667718172,60.91941452,-0.354456007,42.2445488,33.46397018,51.09592056,2.31221652,1.926368356
31.62735367,34.86952972,31.5213871,-1.669096947,49.55150223,-0.347222209,42.82349777,32.38749695,37.60913467,1.952639103,9.032546997
33.84662628,35.34184647,37.75511551,-1.670475841,54.64309692,-0.350839108,43.29304504,32.71910858,40.52730942,2.060744762,23.937603
33.74573517,35.21061707,35.55065918,-1.671854734,57.62046432,-0.350839108,41.78351974,32.72898102,39.66697311,1.897536397,-3.478847742
33.86136627,35.49780655,34.39881134,-1.673233509,50.18592834,-0.37196812,43.31231689,32.93379974,39.88025284,2.057389498,18.08509827
32.072258,34.93141174,38.74643707,-1.674612403,56.86125183,-0.379774302,43.00207901,32.29569626,34.7153511,1.849771738,5.919494152
30.43384933,34.77050018,31.60065842,-1.689232111,51.9686203,-0.362412602,42.42105484,32.31377411,34.33854294,1.82668221,1.310061932
31.88574791,34.99859619,33.96260071,-1.703963041,47.89857483,-0.398345232,43.76963425,32.49848175,33.39172363,1.862739205,25.08918571
33.39365387,35.0134964,29.43498993,-1.718694091,50.33409882,-0.434027761,42.19016266,32.46933746,34.83805466,1.833407998,-2.626657963
34.0063591,35.09332657,38.90393066,-1.73342514,56.63256073,-0.452112257,42.50398254,32.52614212,38.13032532,2.040566683,2.625252962
37.14159393,36.13272858,33.93361664,-1.748156071,52.45225525,-0.452203333,44.14337921,33.58933258,51.54829407,2.529192686,7.999470234
35.77569199,35.6236763,35.58829498,-1.76288712,55.57053375,-0.470196754,43.90389252,33.04962921,54.50933075,2.609607697,-2.513557673
33.75711441,35.17389679,24.08512878,-1.77761817,42.65455627,-0.452142507,42.96382523,32.70211792,42.47170639,2.213860989,21.8427887
37.22095871,35.77005005,25.41241074,-1.789433241,45.98885727,-0.477431267,41.88497543,33.29716873,54.92634964,2.437757492,13.00737286
35.78886032,35.43735123,34.58798218,-1.782520771,56.15254593,-0.48828125,42.67647934,33.05264282,43.24599838,2.128619909,-0.104659177
33.05058289,34.76639557,23.13121223,-1.775608301,41.17115021,-0.48828125,42.88347244,32.31612015,46.55979538,2.322951555,5.565193653
32.49492645,35.00785828,31.16090202,-1.768695831,52.016922,-0.463206649,41.76431274,32.40081024,41.11166763,2.021267653,2.413563967
28.4321804,34.48196411,39.51279831,-1.761783361,60.96871948,-0.444878459,41.10251617,31.86665916,34.70631409,1.76138556,-5.208099842
35.59560394,35.50323868,23.30099678,-1.754870892,40.79861069,-0.437855661,43.72029114,33.05266571,47.18330765,2.375002384,19.09776115
35.37019348,35.62001801,31.70051575,-1.747958422,51.45881653,-0.434027761,42.90537643,33.10572815,45.08561325,2.272498369,15.86196232
31.00889587,34.64503098,28.20718575,-1.741045952,46.75930786,-0.427788407,42.98641586,32.1778183,38.98292923,2.050719738,-0.037357077
32.55273819,35.27682877,25.94503021,-1.731235504,44.26361084,-0.434027761,42.76816559,32.78647995,42.10503387,2.138710022,10.61058807
33.25721741,35.21510315,25.03730583,-1.714193702,42.67935181,-0.433183432,42.81368256,32.68978119,55.32408905,2.530337811,20.29837418
30.60979843,34.75260544,32.57414246,-1.697151899,53.38922119,-0.398831606,42.08819962,32.29566574,63.23873138,2.862893343,4.267555237
32.84465027,34.87350082,27.19901466,-1.680110097,42.90078735,-0.372540504,44.03559875,32.57374954,69.83816528,3.408175945,21.56199265
35.9467392,35.79646683,32.58968353,-1.663068295,51.81613159,-0.372540504,43.5994606,33.35138321,55.34803772,2.680239677,56.59142685
3.123936653,29.29872704,10.09509563,-1.646026492,-0.196711689,-0.365945131,43.17633438,26.99546814,0.18618679,0.438900709,67.19860077
1.163433671,23.60477257,3.558381319,-1.62898469,-0.157350183,-0.351538241,43.55027771,21.28500557,0.171918646,0.475862354,60.28551483
2.087415934,18.05825806,8.432058334,-1.611943007,-0.095908456,-0.319746494,43.94143295,15.73948574,0.157650501,0.509505987,67.39941406
0,14.19728088,4.852599144,-1.600092411,-0.079571761,-0.305868953,43.56536484,11.96776104,0.143382341,0.528439999,78.3266449
0,12.05985641,4.110469818,-1.595030427,-0.219628245,-0.301844567,44.16428375,9.734986305,0.129114196,0.550444484,28.10794067
0,10.24699306,3.989164352,-1.589968443,-0.240447775,-0.313818842,44.17422104,8.018332481,0.114846051,0.563848436,48.24489975
0,9.402300835,8.082070351,-1.584906459,-0.241036043,-0.317382783,44.11884689,7.105382442,0.100577898,0.567908823,36.163414
0,8.626443863,12.44827747,-1.579844475,-0.213457629,-0.307436347,44.56986618,6.398636818,0.086309753,0.566367507,18.44247627
0,8.083974838,4.162501335,-1.574782491,-0.191695601,-0.29296875,44.10589981,5.816269875,0.079571761,0.568963528,19.63866997
0,7.541505337,3.353535652,-1.569720507,-0.193805933,-0.284529865,44.00177383,5.245827675,0.079571761,0.570746422,0.932893932
0,6.999035835,4.858111858,-1.564658523,-0.209780082,-0.29296875,43.61865997,4.675384998,0.079571761,0.566619456,33.30023956
0,5.906954765,2.375234127,-1.563554168,-0.18928498,-0.279929936,44.26508713,3.636206865,0.079571761,0.570484519,32.95555115
0,4.256079197,3.043064594,-1.565391898,-0.174274191,-0.271267354,44.25260162,2.035612106,0.079571761,0.573409081,-23.38504028
0,3.509096861,2.873273611,-1.567229748,-0.189598173,-0.271267354,44.25321579,1.238826156,0.079571761,0.568678379,-23.24638939
0,2.762114048,0.658480763,-1.569067597,-0.047019675,-0.264033556,43.47425461,0.442040294,0.079571761,0.559506476,53.42864609
2.995182753,3.717279673,2.762461185,-1.570905328,-0.057870369,-0.271267354,43.04392242,1.38971734,0.079571761,0.617616653,-9.361531258
9.517429352,15.71885967,27.02801323,-1.572743177,32.91284943,-0.278501153,42.69419861,13.29375553,31.18540192,2.912831783,-7.938531876
9.740393639,20.94592285,22.10620499,-1.574581027,25.43753242,-0.282118052,43.06747055,18.7065506,37.87464142,2.888452291,27.96502113
32.94421387,34.78005219,22.88479614,-1.576418757,41.96325302,-0.289351851,42.11719513,32.39122772,43.37762451,2.245554447,-0.301284671
32.42891693,35.03868866,28.26873398,-1.580514193,48.56770706,-0.302914977,41.97278595,32.49084854,58.69274521,2.706676483,4.984175682
35.60810471,35.78125381,30.0111866,-1.585570812,51.43317032,-0.31231901,42.24471664,33.26213455,65.88274384,2.947973967,9.811701775
23.34179497,33.24621964,19.97515106,-1.590627432,35.60112762,-0.323170543,42.79325104,30.79650497,33.09288406,1.866185308,8.069029808
24.29323578,33.41979218,20.91683388,-1.595684052,37.05509949,-0.325520813,42.41964722,31.00237274,36.32866669,2.100833654,5.113334179
26.534729,33.97570038,32.9086647,-1.600740671,49.33281708,-0.318287045,43.91530609,31.42447853,59.92361832,2.98945117,5.949666977
33.46760941,35.38702774,26.44540977,-1.60579741,45.56153488,-0.318287045,42.51452637,32.84914017,64.05992889,2.918533802,-6.519395351
36.44192886,35.73124695,32.69218826,-1.61085403,56.62977219,-0.328377962,42.17707062,33.14505005,76.99594116,3.641404867,4.947638512
36.45888138,36.08659363,33.70500946,-1.615910649,59.36414719,-0.329137713,41.93233109,33.47867584,76.85908508,3.613693476,4.607479095
34.5283165,35.55277252,41.83526993,-1.620582104,70.31973267,-0.329137713,40.97869873,32.81332016,72.20973206,3.229308128,-20.18208694
32.487854,35.14482498,27.50082588,-1.625176668,45.2401619,-0.325520813,43.04532623,32.6369133,56.30492401,2.742301464,27.76924896
37.08738708,36.20718765,30.39186478,-1.629771113,55.88771439,-0.34360531,41.79819107,33.74406815,67.82403564,3.05070138,3.023240566
36.33219147,35.93647385,31.80389977,-1.634365678,53.12535858,-0.361932814,42.39414978,33.2696991,63.18946838,2.870634556,18.80447197
37.81893921,36.10244751,33.43355942,-1.638960123,57.27510071,-0.380075216,42.37664413,33.51868057,65.76221466,2.992500067,11.47683334
36.96589279,35.98243332,27.38868523,-1.643554688,51.35097122,-0.387008101,42.10678482,33.46566772,68.30569458,3.006214857,3.946424961
35.50007629,35.5581665,27.35126495,-1.648149133,49.3657074,-0.368984073,42.39957428,33.04346848,64.71353912,2.941461563,10.51003551
33.5341301,35.40828323,33.26944351,-1.652743578,54.00059128,-0.343909949,43.07254028,32.86579132,54.86365509,2.645460367,6.710669518
35.30123138,35.49458313,30.56793022,-1.650712967,53.01287079,-0.329408854,42.54043961,32.966362,53.28483963,2.512724161,8.254774094
32.8244133,35.20143509,32.02371216,-1.648414135,53.43785858,-0.332754612,42.14369202,32.64996338,51.61093521,2.52093482,7.248038769
36.35932922,35.95972061,29.47445869,-1.646115184,51.98948288,-0.350413471,42.33956909,33.44615555,63.88164139,2.898090839,9.03608799
36.50069046,35.92695236,28.04602242,-1.643816352,48.6839447,-0.346709847,42.61876297,33.38689423,63.81627655,2.841264963,26.54266739
37.32421875,36.39146805,33.01009369,-1.64151752,59.18498611,-0.32612893,41.81687546,33.87374496,70.67996216,3.070817232,4.023994923
36.64002991,35.92894745,29.31863213,-1.639218569,51.86631775,-0.335672289,42.68957138,33.4208107,66.3526001,3.016886473,8.459956169
36.80270386,36.16188431,29.42297935,-1.636919737,55.18192291,-0.346431762,41.78416824,33.57978058,60.1065712,2.633386135,-3.989372015
32.73529434,34.9260025,30.85265732,-1.634447455,47.51477432,-0.34360531,43.69634628,32.40779495,37.58345032,2.100666523,27.72989464
33.86345291,35.5238533,31.39771843,-1.630312443,58.0568161,-0.336371511,41.53189087,32.85838318,33.39966965,1.728294611,-5.2756567
38.36833572,36.46910477,37.06310654,-1.626177311,60.81934738,-0.332754612,42.40106583,33.85219574,47.02770996,2.300834417,1.340936184
37.68362808,36.34406662,33.4762764,-1.622042298,57.21932602,-0.330313265,42.24571228,33.73310471,57.61818314,2.61942935,7.051454067
38.25382996,35.97195435,28.76602554,-1.617907166,51.59548569,-0.329137713,42.64650345,33.45544434,53.9133606,2.547938585,11.70848465
35.95232773,35.82543945,26.47069359,-1.613772154,46.4239502,-0.313302249,42.53743744,33.36502457,39.68576431,2.044883728,23.52655983
35.87644196,35.93383408,32.22582626,-1.609637141,53.46917343,-0.325520813,42.17840958,33.40284729,39.70221329,2.007525206,21.90324783
35.07923126,35.45986557,27.13068962,-1.605502009,51.26224136,-0.318287045,42.00614548,32.98222733,37.77155304,1.985535264,7.816274166
34.11499023,35.49165726,29.69958687,-1.6021837,51.7578125,-0.29296875,41.74583817,32.88481522,36.12005997,1.885745525,10.05659771
34.93314743,35.78263474,29.08286667,-1.601724148,51.77590179,-0.274884254,42.3376503,33.3074379,34.72258759,1.873377681,18.73404312
32.07499313,35.01761246,31.2875576,-1.601264477,54.37512207,-0.260416657,41.9025116,32.59155273,28.58350372,1.52265799,-0.489993721
37.08836746,36.4354248,31.46481323,-1.600804925,59.26880646,-0.260416657,41.75469589,33.93795013,41.6594162,1.973327398,0.79154712
36.91532516,36.22218323,34.90769196,-1.600345254,62.40603256,-0.274884254,41.52071381,33.79804993,40.71970749,2.043754101,4.074119091
38.58071136,36.58893204,30.80459785,-1.599885702,58.24668503,-0.271267354,42.22645569,33.98283005,50.93843079,2.297641516,3.399321556
36.369133,36.27397919,32.152668,-1.599426031,56.50473785,-0.278501153,42.30706024,33.73366928,39.81680298,2.035799503,17.40050125
37.54433823,36.59244919,31.08712196,-1.59896636,57.35679626,-0.294184417,42.05883408,34.0627327,44.00679779,2.038416147,8.736521721
37.92119217,36.40798187,31.94888306,-1.598344803,59.34547424,-0.300202549,41.64247894,33.71050644,41.97790146,2.010500193,6.281251431
38.91979599,36.57439041,30.13501549,-1.597426057,56.45013046,-0.348225176,41.94267273,34.10628891,47.9375,2.211999655,7.257781506
35.55047607,35.73371887,31.21932602,-1.596507311,56.02414322,-0.361689806,41.59195328,33.15933228,33.32256317,1.67211473,1.365362048
35.25037003,35.82565689,36.50517654,-1.595588684,59.05049515,-0.368923604,42.47781372,33.32250214,38.85235214,2.013163328,-1.496949553
36.44008255,36.21302032,29.24515152,-1.594669938,51.37791061,-0.353793025,42.47554016,33.64897919,42.94590759,2.101846695,15.30309105
36.87001038,36.25933075,27.16304016,-1.593751192,49.26759338,-0.325520813,42.50862885,33.87402725,45.97346115,2.27762866,16.08677864
34.75337219,35.61574173,32.19865417,-1.592832446,53.5879631,-0.332302779,42.34070969,33.04651642,36.11287689,1.893764138,14.10366726
37.75387573,36.30861664,36.26006317,-1.5919137,66.29789734,-0.292637289,41.39818192,33.63667297,52.72124481,2.316785574,-9.200705528
36.56669617,35.93591309,37.14043427,-1.589233637,64.00478363,-0.278288424,41.63848114,33.29894257,46.69061279,2.243619204,-0.202092573
